Visitor_ID,Age,Gender,Accommodation_Type,Accommodation_Cost (INR),Travel_Mode,Travel_Cost (INR),Total_Trip_Cost (INR),Visit_Month,Group_Size,State_of_Origin,Trip_Duration (Days)
V32902,69,Female,Hotel,2358,Palanquin,2573,4931,October,6,Uttar Pradesh,7
V32903,27,Male,Hotel,4745,Horse,5589,10334,October,3,Gujarat,7
V32904,64,Male,Tent,4452,Walk,0,4452,July,4,Rajasthan,7
V32905,32,Female,Hotel,764,Helicopter,5942,6706,June,4,Gujarat,5
V32906,38,Male,Tent,819,Walk,0,819,September,9,Rajasthan,6
V32907,67,Male,Hotel,4239,Horse,5237,9476,September,4,Madhya Pradesh,2
V32908,67,Female,Tent,2560,Palanquin,237,2797,May,6,Gujarat,1
V32909,37,Female,Hotel,4100,Horse,6127,10227,June,8,Madhya Pradesh,5
V32910,32,Male,Dharamshala,1746,Walk,0,1746,September,2,Madhya Pradesh,4
V32911,29,Male,Hotel,3777,Walk,0,3777,May,3,Madhya Pradesh,2
V32912,44,Female,Dharamshala,2724,Horse,601,3325,October,7,Gujarat,1
V32913,38,Female,Hotel,4353,Helicopter,6642,10995,August,5,Gujarat,3
V32914,47,Male,Hotel,1661,Horse,3011,4672,September,4,Maharashtra,6
V32915,39,Female,Tent,956,Palanquin,660,1616,July,1,Maharashtra,5
V32916,48,Male,Hotel,338,Palanquin,2004,2342,June,5,Uttar Pradesh,2
V32917,65,Female,Dharamshala,4185,Palanquin,1920,6105,July,4,Maharashtra,5
V32918,53,Female,Tent,3959,Horse,7246,11205,June,6,Maharashtra,1
V32919,70,Female,Tent,4077,Palanquin,6145,10222,October,8,Delhi,2
V32920,37,Male,Hotel,2071,Horse,5742,7813,July,4,Gujarat,5
V32921,59,Male,Tent,1407,Horse,4153,5560,July,1,Gujarat,1
V32922,48,Female,Dharamshala,2980,Walk,0,2980,October,2,Uttar Pradesh,5
V32923,26,Male,Tent,2979,Horse,6552,9531,July,3,Madhya Pradesh,4
V32924,47,Male,Hotel,1107,Walk,0,1107,May,9,Rajasthan,7
V32925,28,Male,Dharamshala,2298,Horse,7552,9850,May,5,Delhi,5
V32926,30,Male,Hotel,2152,Walk,0,2152,September,7,Gujarat,3
V32927,42,Male,Dharamshala,4496,Walk,0,4496,May,6,Delhi,3
V32928,69,Male,Hotel,2852,Helicopter,2149,5001,September,9,Delhi,7
V32929,66,Female,Tent,4563,Horse,2801,7364,October,8,Delhi,5
V32930,61,Female,Tent,4172,Walk,0,4172,May,10,Gujarat,5
V32931,60,Male,Dharamshala,4438,Horse,2379,6817,May,2,Gujarat,2
V32932,28,Female,Hotel,2878,Horse,2371,5249,August,6,Madhya Pradesh,6
V32933,55,Female,Tent,4135,Walk,0,4135,June,1,Madhya Pradesh,7
V32934,68,Other,Hotel,3123,Walk,0,3123,October,2,Gujarat,7
V32935,60,Female,Hotel,455,Horse,6962,7417,August,4,Delhi,6
V32936,18,Female,Tent,4684,Horse,3154,7838,May,7,Uttar Pradesh,5
V32937,50,Male,Hotel,2900,Walk,0,2900,September,6,Rajasthan,3
V32938,44,Male,Dharamshala,2819,Palanquin,6616,9435,August,4,Maharashtra,3
V32939,45,Male,Hotel,729,Walk,0,729,June,8,Madhya Pradesh,6
V32940,44,Male,Hotel,3166,Walk,0,3166,July,10,Maharashtra,5
V32941,49,Male,Hotel,1755,Walk,0,1755,June,8,Delhi,7
V32942,67,Male,Hotel,4164,Helicopter,3709,7873,July,4,Rajasthan,3
V32943,19,Female,Hotel,2479,Walk,0,2479,October,1,Uttar Pradesh,4
V32944,39,Male,Tent,4752,Walk,0,4752,September,7,Uttar Pradesh,3
V32945,25,Female,Hotel,616,Helicopter,4797,5413,June,4,Madhya Pradesh,4
V32946,29,Male,Hotel,3067,Horse,4860,7927,July,4,Delhi,1
V32947,54,Female,Hotel,4808,Walk,0,4808,October,9,Maharashtra,1
V32948,25,Female,Tent,3678,Walk,0,3678,September,2,Uttar Pradesh,1
V32949,18,Male,Dharamshala,1299,Walk,0,1299,October,9,Maharashtra,5
V32950,43,Male,Hotel,3929,Walk,0,3929,October,8,Maharashtra,3
V32951,58,Female,Hotel,3586,Horse,121,3707,July,9,Madhya Pradesh,6
V32952,21,Female,Hotel,3097,Helicopter,6911,10008,September,6,Gujarat,4
V32953,63,Female,Dharamshala,1625,Horse,7742,9367,August,10,Delhi,2
V32954,49,Male,Tent,4812,Horse,4338,9150,August,10,Gujarat,5
V32955,31,Female,Hotel,1920,Walk,0,1920,July,4,Maharashtra,1
V32956,39,Male,Tent,3702,Walk,0,3702,July,10,Madhya Pradesh,7
V32957,62,Male,Tent,4633,Horse,6666,11299,August,9,Uttar Pradesh,1
V32958,65,Male,Tent,4521,Walk,0,4521,August,5,Maharashtra,1
V32959,29,Female,Dharamshala,796,Horse,4297,5093,October,3,Maharashtra,5
V32960,58,Male,Hotel,2979,Palanquin,6872,9851,July,2,Gujarat,6
V32961,26,Female,Hotel,665,Horse,3006,3671,August,3,Madhya Pradesh,2
V32962,32,Female,Dharamshala,380,Walk,0,380,May,4,Uttar Pradesh,7
V32963,70,Female,Tent,3844,Palanquin,548,4392,July,2,Uttar Pradesh,1
V32964,55,Female,Dharamshala,3137,Horse,3211,6348,August,8,Uttar Pradesh,6
V32965,70,Male,Hotel,4491,Horse,4402,8893,July,5,Gujarat,6
V32966,65,Male,Dharamshala,3832,Helicopter,1786,5618,August,5,Gujarat,2
V32967,18,Male,Hotel,4986,Walk,0,4986,May,10,Maharashtra,7
V32968,70,Female,Hotel,2649,Horse,5620,8269,September,7,Madhya Pradesh,5
V32969,42,Female,Hotel,3669,Horse,4026,7695,May,8,Madhya Pradesh,2
V32970,23,Female,Tent,1650,Helicopter,7742,9392,September,9,Madhya Pradesh,3
V32971,20,Male,Hotel,3562,Walk,0,3562,June,2,Madhya Pradesh,6
V32972,44,Female,Dharamshala,1538,Horse,19,1557,May,1,Uttar Pradesh,7
V32973,37,Male,Tent,4483,Horse,2821,7304,July,3,Rajasthan,5
V32974,19,Male,Hotel,1140,Horse,6869,8009,July,8,Madhya Pradesh,3
V32975,53,Male,Hotel,1695,Walk,0,1695,September,4,Uttar Pradesh,1
V32976,54,Female,Hotel,3169,Walk,0,3169,July,9,Rajasthan,2
V32977,27,Female,Hotel,2420,Walk,0,2420,August,5,Maharashtra,5
V32978,28,Male,Hotel,4010,Palanquin,7029,11039,June,8,Rajasthan,2
V32979,25,Other,Hotel,4838,Horse,1188,6026,July,1,Madhya Pradesh,7
V32980,34,Female,Hotel,2840,Horse,1471,4311,August,5,Delhi,6
V32981,48,Male,Hotel,4133,Palanquin,7550,11683,May,9,Madhya Pradesh,7
V32982,35,Male,Tent,1318,Horse,5735,7053,September,9,Delhi,2
V32983,43,Female,Hotel,3305,Horse,6902,10207,July,5,Uttar Pradesh,7
V32984,61,Female,Hotel,2217,Horse,4680,6897,May,5,Madhya Pradesh,2
V32985,32,Female,Tent,4535,Helicopter,2500,7035,May,2,Maharashtra,5
V32986,42,Male,Tent,4194,Walk,0,4194,October,3,Uttar Pradesh,4
V32987,61,Male,Tent,2085,Palanquin,3127,5212,July,5,Madhya Pradesh,7
V32988,31,Female,Tent,3864,Horse,433,4297,October,8,Rajasthan,5
V32989,59,Male,Tent,3654,Palanquin,4661,8315,October,3,Madhya Pradesh,3
V32990,40,Female,Hotel,943,Walk,0,943,September,4,Maharashtra,5
V32991,56,Female,Hotel,785,Horse,6957,7742,July,2,Uttar Pradesh,5
V32992,25,Other,Hotel,325,Walk,0,325,September,10,Gujarat,1
V32993,57,Female,Hotel,2948,Horse,3062,6010,September,10,Uttar Pradesh,6
V32994,55,Female,Hotel,2174,Walk,0,2174,August,5,Gujarat,5
V32995,46,Male,Hotel,936,Helicopter,6160,7096,May,4,Uttar Pradesh,3
V32996,40,Male,Hotel,4470,Walk,0,4470,May,8,Maharashtra,5
V32997,52,Male,Tent,4889,Palanquin,5698,10587,May,8,Delhi,6
V32998,55,Male,Hotel,999,Walk,0,999,May,10,Madhya Pradesh,6
V32999,62,Male,Hotel,2826,Walk,0,2826,October,9,Uttar Pradesh,5
V33000,40,Female,Hotel,3302,Walk,0,3302,September,1,Delhi,7
V33001,26,Female,Dharamshala,3498,Helicopter,2946,6444,October,10,Maharashtra,4
V33002,56,Female,Hotel,1609,Helicopter,1799,3408,September,6,Gujarat,4
V33003,63,Male,Hotel,2972,Walk,0,2972,August,7,Delhi,3
V33004,33,Male,Dharamshala,4229,Walk,0,4229,June,6,Gujarat,5
V33005,68,Male,Dharamshala,4415,Walk,0,4415,October,1,Maharashtra,1
V33006,62,Male,Dharamshala,4111,Walk,0,4111,September,9,Uttar Pradesh,5
V33007,47,Female,Dharamshala,2956,Palanquin,853,3809,June,8,Delhi,5
V33008,60,Male,Tent,3718,Walk,0,3718,June,7,Madhya Pradesh,5
V33009,44,Female,Hotel,4032,Palanquin,5860,9892,August,5,Delhi,3
V33010,21,Male,Hotel,4878,Horse,3578,8456,June,1,Gujarat,6
V33011,64,Male,Hotel,3114,Horse,3537,6651,September,8,Rajasthan,2
V33012,28,Male,Tent,4048,Palanquin,778,4826,August,8,Maharashtra,6
V33013,53,Male,Tent,4513,Horse,1489,6002,August,10,Madhya Pradesh,3
V33014,31,Male,Hotel,1057,Horse,5022,6079,June,4,Rajasthan,2
V33015,32,Male,Hotel,3080,Walk,0,3080,May,7,Delhi,4
V33016,57,Female,Hotel,3428,Palanquin,4936,8364,August,3,Uttar Pradesh,7
V33017,32,Female,Tent,3605,Helicopter,2476,6081,October,4,Gujarat,7
V33018,46,Male,Hotel,3304,Walk,0,3304,May,9,Gujarat,7
V33019,51,Female,Dharamshala,4954,Walk,0,4954,July,1,Gujarat,4
V33020,48,Male,Dharamshala,4792,Palanquin,1332,6124,August,3,Maharashtra,6
V33021,22,Female,Tent,4694,Horse,684,5378,May,7,Madhya Pradesh,3
V33022,63,Male,Dharamshala,418,Horse,7875,8293,May,9,Uttar Pradesh,5
V33023,21,Male,Hotel,4575,Walk,0,4575,May,7,Madhya Pradesh,2
V33024,55,Male,Tent,1632,Horse,7413,9045,September,2,Delhi,1
V33025,68,Female,Hotel,1645,Horse,4903,6548,May,10,Gujarat,7
V33026,26,Male,Hotel,553,Helicopter,1374,1927,September,3,Maharashtra,5
V33027,54,Female,Hotel,2455,Walk,0,2455,May,2,Maharashtra,1
V33028,70,Female,Hotel,2467,Walk,0,2467,June,9,Maharashtra,4
V33029,41,Female,Tent,1186,Walk,0,1186,June,5,Uttar Pradesh,1
V33030,41,Female,Hotel,1281,Palanquin,694,1975,August,8,Rajasthan,6
V33031,24,Male,Dharamshala,4632,Palanquin,7879,12511,October,1,Madhya Pradesh,7
V33032,20,Female,Hotel,1861,Walk,0,1861,June,10,Gujarat,6
V33033,33,Male,Hotel,4704,Palanquin,3739,8443,October,4,Delhi,3
V33034,64,Male,Tent,3168,Horse,5891,9059,June,6,Rajasthan,6
V33035,26,Female,Hotel,1618,Walk,0,1618,July,5,Uttar Pradesh,2
V33036,47,Other,Hotel,2017,Walk,0,2017,September,5,Gujarat,2
V33037,41,Male,Tent,3179,Palanquin,1907,5086,June,10,Madhya Pradesh,2
V33038,18,Female,Tent,3527,Palanquin,2739,6266,August,8,Rajasthan,2
V33039,53,Male,Tent,4475,Walk,0,4475,August,8,Delhi,2
V33040,20,Female,Tent,1238,Walk,0,1238,October,9,Maharashtra,6
V33041,21,Female,Tent,4804,Horse,3894,8698,June,7,Uttar Pradesh,4
V33042,30,Male,Hotel,2567,Helicopter,1881,4448,May,10,Rajasthan,6
V33043,46,Male,Tent,2592,Walk,0,2592,September,9,Madhya Pradesh,5
V33044,47,Female,Tent,434,Walk,0,434,September,9,Delhi,2
V33045,24,Other,Hotel,1651,Horse,2490,4141,July,1,Madhya Pradesh,4
V33046,18,Male,Hotel,2575,Horse,7278,9853,July,10,Gujarat,5
V33047,26,Male,Hotel,3600,Helicopter,5937,9537,October,1,Uttar Pradesh,7
V33048,34,Male,Hotel,4844,Horse,357,5201,September,9,Madhya Pradesh,7
V33049,37,Male,Hotel,4425,Horse,551,4976,May,7,Uttar Pradesh,7
V33050,55,Other,Tent,999,Walk,0,999,October,4,Maharashtra,4
V33051,37,Other,Hotel,3481,Walk,0,3481,July,9,Madhya Pradesh,7
V33052,63,Female,Tent,2045,Walk,0,2045,October,3,Madhya Pradesh,7
V33053,67,Male,Dharamshala,3777,Walk,0,3777,October,1,Uttar Pradesh,4
V33054,63,Male,Hotel,767,Horse,6890,7657,August,2,Maharashtra,5
V33055,18,Male,Dharamshala,4977,Horse,6071,11048,October,5,Maharashtra,2
V33056,18,Male,Tent,3666,Walk,0,3666,October,3,Uttar Pradesh,3
V33057,30,Female,Hotel,1290,Walk,0,1290,October,3,Gujarat,2
V33058,37,Male,Hotel,4909,Walk,0,4909,July,4,Madhya Pradesh,6
V33059,43,Male,Tent,1065,Helicopter,4189,5254,July,2,Madhya Pradesh,3
V33060,63,Female,Tent,2896,Helicopter,2700,5596,October,1,Maharashtra,7
V33061,38,Female,Hotel,3418,Walk,0,3418,May,7,Rajasthan,1
V33062,18,Male,Tent,3565,Walk,0,3565,July,4,Rajasthan,4
V33063,55,Male,Tent,4728,Horse,7936,12664,May,4,Uttar Pradesh,4
V33064,68,Male,Tent,4751,Palanquin,3069,7820,October,8,Madhya Pradesh,2
V33065,19,Male,Hotel,3560,Walk,0,3560,July,4,Madhya Pradesh,4
V33066,54,Female,Hotel,4448,Walk,0,4448,June,5,Gujarat,3
V33067,27,Female,Tent,824,Horse,4213,5037,June,1,Rajasthan,6
V33068,57,Female,Hotel,4813,Horse,4930,9743,September,10,Uttar Pradesh,2
V33069,53,Female,Tent,3115,Palanquin,5512,8627,September,3,Rajasthan,3
V33070,38,Female,Hotel,4167,Horse,4113,8280,September,1,Delhi,6
V33071,18,Female,Tent,4677,Helicopter,5137,9814,September,1,Rajasthan,2
V33072,66,Male,Hotel,2225,Walk,0,2225,August,3,Rajasthan,2
V33073,26,Male,Hotel,317,Horse,758,1075,May,6,Uttar Pradesh,6
V33074,62,Female,Hotel,2079,Palanquin,6372,8451,September,3,Rajasthan,4
V33075,59,Female,Tent,4799,Horse,4167,8966,July,3,Maharashtra,1
V33076,51,Female,Dharamshala,3011,Horse,2658,5669,June,3,Uttar Pradesh,4
V33077,66,Male,Dharamshala,3418,Horse,1210,4628,September,4,Rajasthan,7
V33078,57,Male,Tent,2599,Palanquin,3935,6534,October,4,Madhya Pradesh,2
V33079,45,Male,Dharamshala,4273,Horse,2583,6856,June,7,Delhi,6
V33080,37,Male,Hotel,3409,Horse,2726,6135,May,9,Madhya Pradesh,3
V33081,36,Female,Tent,3346,Horse,2924,6270,August,10,Gujarat,5
V33082,51,Male,Hotel,913,Walk,0,913,July,1,Madhya Pradesh,3
V33083,42,Other,Dharamshala,1427,Horse,1994,3421,August,8,Gujarat,6
V33084,43,Female,Tent,4537,Walk,0,4537,September,3,Uttar Pradesh,6
V33085,30,Female,Tent,3452,Horse,1022,4474,July,8,Uttar Pradesh,6
V33086,59,Male,Hotel,3236,Horse,6811,10047,June,3,Uttar Pradesh,7
V33087,69,Female,Dharamshala,4617,Helicopter,2919,7536,June,8,Madhya Pradesh,3
V33088,20,Female,Tent,4603,Palanquin,6665,11268,May,3,Maharashtra,1
V33089,27,Female,Hotel,1397,Horse,3677,5074,June,3,Rajasthan,5
V33090,48,Female,Dharamshala,4961,Helicopter,5248,10209,October,3,Rajasthan,7
V33091,46,Male,Hotel,313,Walk,0,313,August,8,Madhya Pradesh,7
V33092,44,Male,Hotel,2344,Palanquin,5743,8087,July,5,Uttar Pradesh,2
V33093,35,Female,Hotel,320,Walk,0,320,September,1,Gujarat,2
V33094,44,Female,Dharamshala,2116,Horse,3691,5807,June,10,Maharashtra,4
V33095,38,Female,Hotel,2084,Palanquin,2913,4997,June,4,Maharashtra,1
V33096,20,Male,Tent,4532,Walk,0,4532,July,4,Maharashtra,7
V33097,19,Female,Tent,1080,Horse,2791,3871,August,8,Madhya Pradesh,5
V33098,26,Female,Tent,1558,Horse,6538,8096,June,1,Gujarat,4
V33099,38,Female,Hotel,3298,Palanquin,5383,8681,September,1,Rajasthan,4
V33100,28,Other,Tent,1722,Walk,0,1722,July,4,Madhya Pradesh,7
V33101,51,Female,Hotel,3608,Walk,0,3608,May,10,Rajasthan,7
V33102,43,Male,Tent,3964,Walk,0,3964,June,1,Madhya Pradesh,7
V33103,19,Male,Hotel,4571,Helicopter,3977,8548,July,1,Maharashtra,3
V33104,70,Male,Hotel,634,Helicopter,1768,2402,October,8,Rajasthan,1
V33105,28,Male,Hotel,4700,Horse,2167,6867,September,1,Madhya Pradesh,5
V33106,54,Female,Dharamshala,1225,Horse,7412,8637,September,3,Gujarat,6
V33107,47,Male,Dharamshala,4979,Walk,0,4979,July,9,Madhya Pradesh,3
V33108,47,Female,Hotel,4665,Walk,0,4665,September,7,Maharashtra,1
V33109,39,Male,Hotel,2032,Walk,0,2032,October,3,Madhya Pradesh,7
V33110,62,Male,Dharamshala,3547,Horse,6215,9762,September,9,Delhi,5
V33111,51,Male,Dharamshala,4175,Helicopter,2264,6439,June,9,Rajasthan,5
V33112,62,Male,Hotel,756,Horse,5051,5807,September,1,Maharashtra,6
V33113,31,Male,Hotel,3401,Walk,0,3401,May,10,Gujarat,2
V33114,26,Female,Hotel,2640,Helicopter,1893,4533,August,6,Rajasthan,4
V33115,57,Female,Hotel,1766,Horse,3898,5664,September,6,Delhi,1
V33116,60,Female,Tent,2034,Palanquin,2603,4637,October,8,Madhya Pradesh,3
V33117,48,Female,Dharamshala,3055,Horse,4494,7549,August,4,Uttar Pradesh,6
V33118,28,Male,Hotel,4511,Horse,4517,9028,August,1,Rajasthan,1
V33119,67,Male,Tent,3557,Horse,669,4226,September,4,Madhya Pradesh,1
V33120,34,Male,Hotel,1086,Horse,493,1579,May,9,Rajasthan,4
V33121,52,Male,Hotel,2234,Walk,0,2234,June,8,Maharashtra,3
V33122,33,Male,Dharamshala,1833,Horse,723,2556,September,6,Maharashtra,6
V33123,41,Male,Hotel,4139,Palanquin,1543,5682,August,9,Madhya Pradesh,6
V33124,67,Female,Hotel,2838,Palanquin,5658,8496,August,8,Madhya Pradesh,7
V33125,52,Female,Tent,1624,Walk,0,1624,August,2,Gujarat,2
V33126,47,Female,Tent,2812,Palanquin,6729,9541,October,8,Uttar Pradesh,1
V33127,43,Male,Tent,1209,Helicopter,5600,6809,May,2,Delhi,5
V33128,30,Female,Dharamshala,3792,Horse,7595,11387,October,10,Madhya Pradesh,7
V33129,53,Female,Tent,4813,Walk,0,4813,May,4,Delhi,5
V33130,51,Female,Hotel,1864,Palanquin,6978,8842,June,9,Rajasthan,3
V33131,31,Male,Tent,3392,Horse,7743,11135,August,3,Madhya Pradesh,6
V33132,20,Female,Hotel,3939,Palanquin,2145,6084,July,8,Uttar Pradesh,4
V33133,43,Male,Tent,882,Helicopter,5181,6063,September,5,Gujarat,5
V33134,25,Male,Hotel,1079,Walk,0,1079,May,9,Madhya Pradesh,3
V33135,26,Female,Dharamshala,3006,Horse,2576,5582,June,5,Rajasthan,6
V33136,47,Male,Hotel,2756,Palanquin,4179,6935,July,8,Madhya Pradesh,5
V33137,29,Female,Tent,342,Horse,4085,4427,October,10,Maharashtra,6
V33138,56,Female,Hotel,3192,Palanquin,7916,11108,August,10,Rajasthan,6
V33139,66,Male,Dharamshala,3364,Palanquin,387,3751,June,9,Madhya Pradesh,6
V33140,20,Male,Hotel,1028,Walk,0,1028,June,9,Maharashtra,5
V33141,45,Male,Hotel,1875,Palanquin,3517,5392,October,2,Delhi,2
V33142,36,Female,Dharamshala,1638,Walk,0,1638,July,3,Delhi,5
V33143,61,Male,Tent,3401,Helicopter,785,4186,August,10,Uttar Pradesh,5
V33144,38,Female,Hotel,4888,Horse,5646,10534,October,4,Uttar Pradesh,6
V33145,62,Male,Tent,4736,Horse,5575,10311,September,6,Madhya Pradesh,4
V33146,44,Male,Dharamshala,4348,Walk,0,4348,June,8,Madhya Pradesh,1
V33147,24,Male,Hotel,1348,Horse,90,1438,July,5,Delhi,7
V33148,63,Male,Dharamshala,912,Walk,0,912,July,1,Uttar Pradesh,6
V33149,37,Female,Hotel,1847,Walk,0,1847,September,8,Gujarat,3
V33150,18,Female,Hotel,710,Horse,594,1304,September,5,Delhi,7
V33151,38,Male,Tent,2468,Palanquin,3389,5857,October,8,Gujarat,7
V33152,26,Female,Tent,3961,Palanquin,5217,9178,June,6,Gujarat,1
V33153,29,Male,Hotel,4560,Palanquin,5804,10364,October,1,Maharashtra,7
V33154,41,Male,Hotel,718,Helicopter,2437,3155,May,3,Gujarat,7
V33155,27,Male,Hotel,4562,Walk,0,4562,September,2,Madhya Pradesh,2
V33156,55,Female,Dharamshala,1111,Helicopter,7131,8242,June,3,Uttar Pradesh,3
V33157,27,Female,Hotel,4578,Palanquin,4470,9048,September,1,Delhi,2
V33158,28,Male,Hotel,3036,Walk,0,3036,May,4,Rajasthan,6
V33159,65,Female,Hotel,1708,Helicopter,1151,2859,May,6,Madhya Pradesh,2
V33160,57,Female,Hotel,1649,Walk,0,1649,June,10,Delhi,3
V33161,59,Female,Hotel,1709,Walk,0,1709,July,7,Maharashtra,6
V33162,65,Female,Hotel,2223,Palanquin,2894,5117,October,2,Delhi,1
V33163,69,Male,Dharamshala,1161,Walk,0,1161,October,5,Maharashtra,5
V33164,40,Male,Hotel,1977,Walk,0,1977,September,4,Rajasthan,6
V33165,48,Female,Hotel,4766,Walk,0,4766,May,9,Uttar Pradesh,3
V33166,21,Female,Dharamshala,3150,Palanquin,1792,4942,September,7,Madhya Pradesh,4
V33167,61,Male,Dharamshala,3726,Horse,5511,9237,September,1,Uttar Pradesh,7
V33168,47,Male,Tent,449,Horse,861,1310,September,1,Madhya Pradesh,6
V33169,52,Male,Hotel,3916,Horse,2854,6770,September,5,Maharashtra,7
V33170,70,Male,Dharamshala,4224,Horse,893,5117,July,4,Maharashtra,6
V33171,44,Male,Tent,1587,Horse,2148,3735,August,4,Maharashtra,5
V33172,57,Male,Hotel,2961,Palanquin,5229,8190,September,10,Delhi,7
V33173,21,Male,Tent,3906,Walk,0,3906,August,6,Maharashtra,4
V33174,69,Male,Tent,2005,Palanquin,4967,6972,October,9,Uttar Pradesh,3
V33175,49,Other,Dharamshala,559,Palanquin,3014,3573,September,6,Maharashtra,4
V33176,42,Female,Tent,3665,Horse,6430,10095,July,4,Maharashtra,1
V33177,52,Male,Dharamshala,3651,Horse,4629,8280,July,3,Delhi,2
V33178,31,Female,Hotel,1661,Horse,1552,3213,September,3,Uttar Pradesh,6
V33179,47,Male,Hotel,2112,Horse,6734,8846,September,2,Madhya Pradesh,1
V33180,66,Female,Hotel,3604,Horse,1531,5135,September,6,Delhi,3
V33181,28,Female,Tent,4188,Horse,1041,5229,July,2,Maharashtra,6
V33182,35,Male,Hotel,519,Walk,0,519,July,2,Maharashtra,3
V33183,18,Female,Hotel,2104,Palanquin,1467,3571,June,1,Madhya Pradesh,2
V33184,60,Male,Hotel,4082,Walk,0,4082,August,1,Delhi,5
V33185,27,Male,Hotel,2281,Palanquin,5741,8022,September,3,Uttar Pradesh,6
V33186,34,Female,Tent,2223,Horse,664,2887,May,2,Rajasthan,6
V33187,35,Male,Hotel,4033,Helicopter,5865,9898,June,9,Gujarat,7
V33188,18,Male,Dharamshala,1421,Walk,0,1421,May,2,Maharashtra,3
V33189,61,Male,Hotel,469,Horse,2787,3256,August,2,Gujarat,4
V33190,26,Female,Dharamshala,4136,Walk,0,4136,October,3,Madhya Pradesh,3
V33191,40,Female,Hotel,2191,Palanquin,6103,8294,October,5,Rajasthan,2
V33192,64,Male,Hotel,4068,Walk,0,4068,May,4,Gujarat,4
V33193,49,Female,Hotel,4958,Horse,3978,8936,September,7,Uttar Pradesh,4
V33194,50,Other,Dharamshala,4880,Walk,0,4880,June,1,Madhya Pradesh,2
V33195,56,Male,Dharamshala,4796,Horse,7757,12553,August,5,Maharashtra,2
V33196,18,Male,Dharamshala,691,Walk,0,691,May,10,Maharashtra,6
V33197,33,Male,Hotel,1339,Walk,0,1339,May,3,Maharashtra,7
V33198,49,Female,Dharamshala,2265,Walk,0,2265,August,6,Rajasthan,1
V33199,69,Male,Dharamshala,2105,Walk,0,2105,August,1,Madhya Pradesh,5
V33200,18,Male,Tent,3535,Horse,5546,9081,August,4,Maharashtra,3
V33201,54,Male,Hotel,4059,Walk,0,4059,June,7,Delhi,6
V33202,37,Male,Hotel,1628,Helicopter,3676,5304,October,4,Rajasthan,2
V33203,46,Male,Hotel,469,Walk,0,469,August,9,Rajasthan,2
V33204,41,Male,Tent,2184,Palanquin,1536,3720,September,6,Delhi,3
V33205,29,Male,Hotel,4964,Palanquin,7389,12353,July,1,Madhya Pradesh,4
V33206,29,Female,Dharamshala,4757,Palanquin,3635,8392,August,3,Delhi,4
V33207,22,Male,Tent,1483,Walk,0,1483,August,4,Madhya Pradesh,2
V33208,40,Male,Tent,3122,Walk,0,3122,June,9,Delhi,4
V33209,19,Female,Hotel,3234,Walk,0,3234,October,10,Maharashtra,6
V33210,46,Male,Dharamshala,3247,Walk,0,3247,September,10,Rajasthan,7
V33211,36,Female,Hotel,4704,Palanquin,13,4717,October,9,Maharashtra,6
V33212,19,Female,Hotel,4812,Walk,0,4812,September,9,Uttar Pradesh,5
V33213,43,Male,Hotel,2916,Horse,5130,8046,September,7,Gujarat,5
V33214,67,Female,Tent,3247,Walk,0,3247,October,10,Madhya Pradesh,3
V33215,66,Female,Tent,4934,Walk,0,4934,October,4,Uttar Pradesh,7
V33216,43,Female,Hotel,950,Palanquin,5890,6840,May,9,Madhya Pradesh,6
V33217,25,Male,Dharamshala,302,Walk,0,302,July,2,Madhya Pradesh,7
V33218,42,Male,Tent,1184,Horse,1476,2660,September,7,Gujarat,5
V33219,19,Female,Dharamshala,2779,Walk,0,2779,May,6,Maharashtra,2
V33220,28,Female,Tent,4406,Palanquin,7866,12272,October,10,Madhya Pradesh,7
V33221,27,Male,Tent,2669,Walk,0,2669,August,4,Uttar Pradesh,4
V33222,61,Female,Hotel,1434,Walk,0,1434,September,8,Gujarat,3
V33223,65,Other,Hotel,1253,Walk,0,1253,October,5,Gujarat,1
V33224,20,Female,Tent,1810,Horse,2440,4250,August,6,Delhi,7
V33225,44,Male,Hotel,2250,Horse,2771,5021,May,1,Rajasthan,4
V33226,64,Female,Hotel,4239,Walk,0,4239,June,8,Rajasthan,2
V33227,52,Male,Hotel,4344,Horse,4784,9128,May,3,Maharashtra,7
V33228,52,Male,Dharamshala,3951,Horse,2446,6397,July,1,Gujarat,6
V33229,37,Female,Hotel,4136,Walk,0,4136,July,4,Delhi,3
V33230,22,Male,Hotel,3020,Helicopter,1074,4094,July,1,Gujarat,5
V33231,59,Male,Hotel,2082,Horse,4947,7029,September,7,Rajasthan,7
V33232,65,Male,Dharamshala,2415,Horse,1954,4369,August,10,Madhya Pradesh,6
V33233,58,Male,Tent,3967,Palanquin,6390,10357,October,9,Gujarat,2
V33234,61,Male,Hotel,464,Walk,0,464,September,5,Rajasthan,2
V33235,36,Male,Dharamshala,1813,Walk,0,1813,August,6,Gujarat,6
V33236,57,Female,Dharamshala,3144,Palanquin,6573,9717,July,6,Uttar Pradesh,2
V33237,55,Male,Hotel,2404,Walk,0,2404,October,6,Rajasthan,7
V33238,31,Female,Hotel,4510,Walk,0,4510,October,8,Madhya Pradesh,4
V33239,53,Male,Hotel,3262,Walk,0,3262,September,9,Madhya Pradesh,3
V33240,40,Male,Hotel,3563,Walk,0,3563,October,5,Madhya Pradesh,3
V33241,52,Female,Hotel,3023,Walk,0,3023,October,5,Uttar Pradesh,6
